demo_group_num,year,accountabilitymet,change,color,changelevel,statuslevel,currstatus,currnumer,currdenom,cds,indicator,studentgroup_pct,county_code
11,25,0,,0,0,0,,,4,30665226028641,absent,,30
11,25,0,,0,0,0,,,4,30665226028641,absent,,30
5,25,1,-10.3,3,4,2,11.6,10,86,30665226028641,absent,,30
5,25,1,-10.3,3,4,2,11.6,10,86,30665226028641,absent,,30
5,25,1,-10.3,3,4,2,11.6,10,86,30665226028641,absent,,30
12,25,0,,0,0,0,,,10,30665226028641,absent,,30
12,25,0,,0,0,0,,,10,30665226028641,absent,,30
12,25,0,,0,0,0,,,10,30665226028641,absent,,30
14,25,0,,0,0,0,,,2,30665226028641,absent,,30
14,25,0,,0,0,0,,,2,30665226028641,absent,,30
14,25,0,,0,0,0,,,2,30665226028641,absent,,30
7,25,0,-28.6,0,4,3,7.1,1,14,30665226028641,absent,,30
7,25,0,-28.6,0,4,3,7.1,1,14,30665226028641,absent,,30
7,25,0,-28.6,0,4,3,7.1,1,14,30665226028641,absent,,30
6,25,0,,0,0,0,,,3,30665226028641,absent,,30
6,25,0,,0,0,0,,,3,30665226028641,absent,,30
6,25,0,,0,0,0,,,3,30665226028641,absent,,30
9,25,1,-6.6,3,5,2,12.1,30,248,30665226028641,absent,,30
9,25,1,-6.6,3,5,2,12.1,30,248,30665226028641,absent,,30
9,25,1,-6.6,3,5,2,12.1,30,248,30665226028641,absent,,30
10,25,1,-8,3,4,2,18.4,16,87,30665226028641,absent,,30
10,25,1,-8,3,4,2,18.4,16,87,30665226028641,absent,,30
10,25,1,-8,3,4,2,18.4,16,87,30665226028641,absent,,30
8,25,0,,0,0,0,,,10,30665226028641,absent,,30
8,25,0,,0,0,0,,,10,30665226028641,absent,,30
8,25,0,,0,0,0,,,10,30665226028641,absent,,30
21,25,1,-4.1,3,5,2,15.6,64,410,30665226028658,absent,,30
21,25,1,-4.1,3,5,2,15.6,64,410,30665226028658,absent,,30
21,25,1,-4.1,3,5,2,15.6,64,410,30665226028658,absent,,30
3,25,1,-1.9,4,4,3,9.4,13,138,30665226028658,absent,,30
3,25,1,-1.9,4,4,3,9.4,13,138,30665226028658,absent,,30
3,25,1,-1.9,4,4,3,9.4,13,138,30665226028658,absent,,30
18,25,1,-5.4,3,5,2,15.3,29,189,30665226028658,absent,,30
18,25,1,-5.4,3,5,2,15.3,29,189,30665226028658,absent,,30
18,25,1,-5.4,3,5,2,15.3,29,189,30665226028658,absent,,30
4,25,0,,0,0,0,,,5,30665226028658,absent,,30
4,25,0,,0,0,0,,,5,30665226028658,absent,,30
4,25,0,,0,0,0,,,5,30665226028658,absent,,30
11,25,0,,0,0,0,,,3,30665226028658,absent,,30
11,25,0,,0,0,0,,,3,30665226028658,absent,,30
11,25,0,,0,0,0,,,3,30665226028658,absent,,30
5,25,1,-5,3,5,2,18.5,48,259,30665226028658,absent,,30
5,25,1,-5,3,5,2,18.5,48,259,30665226028658,absent,,30
5,25,1,-5,3,5,2,18.5,48,259,30665226028658,absent,,30
12,25,0,-6.4,0,4,1,24,6,25,30665226028658,absent,,30
12,25,0,-6.4,0,4,1,24,6,25,30665226028658,absent,,30
12,25,0,-6.4,0,4,1,24,6,25,30665226028658,absent,,30
14,25,0,,0,0,0,,,3,30665226028658,absent,,30
14,25,0,,0,0,0,,,3,30665226028658,absent,,30
14,25,0,,0,0,0,,,3,30665226028658,absent,,30
7,25,0,,0,0,0,,,3,30665226028658,absent,,30
7,25,0,,0,0,0,,,3,30665226028658,absent,,30
7,25,0,,0,0,0,,,3,30665226028658,absent,,30
6,25,0,,0,0,0,,,1,30665226028658,absent,,30
6,25,0,,0,0,0,,,1,30665226028658,absent,,30
6,25,0,,0,0,0,,,1,30665226028658,absent,,30
9,25,1,-4.3,3,5,2,16.1,57,354,30665226028658,absent,,30
9,25,1,-4.3,3,5,2,16.1,57,354,30665226028658,absent,,30
9,25,1,-4.3,3,5,2,16.1,57,354,30665226028658,absent,,30
10,25,1,0.9,2,2,2,12.7,9,71,30665226028658,absent,,30
10,25,1,0.9,2,2,2,12.7,9,71,30665226028658,absent,,30
10,25,1,0.9,2,2,2,12.7,9,71,30665226028658,absent,,30
8,25,0,,0,0,0,,,4,30665226028658,absent,,30
8,25,0,,0,0,0,,,4,30665226028658,absent,,30
8,25,0,,0,0,0,,,4,30665226028658,absent,,30
21,25,1,-0.6,3,4,2,11.5,50,434,30665226028666,absent,,30
21,25,1,-0.6,3,4,2,11.5,50,434,30665226028666,absent,,30
21,25,1,-0.6,3,4,2,11.5,50,434,30665226028666,absent,,30
3,25,1,-0.5,4,4,3,6.7,17,253,30665226028666,absent,,30
3,25,1,-0.5,4,4,3,6.7,17,253,30665226028666,absent,,30
3,25,1,-0.5,4,4,3,6.7,17,253,30665226028666,absent,,30
18,25,1,-4.3,3,5,2,10.6,17,161,30665226028666,absent,,30
18,25,1,-4.3,3,5,2,10.6,17,161,30665226028666,absent,,30
18,25,1,-4.3,3,5,2,10.6,17,161,30665226028666,absent,,30
4,25,0,,0,0,0,,,10,30665226028666,absent,,30
4,25,0,,0,0,0,,,10,30665226028666,absent,,30
4,25,0,,0,0,0,,,10,30665226028666,absent,,30
11,25,0,,0,0,0,,,4,30665226028666,absent,,30
11,25,0,,0,0,0,,,4,30665226028666,absent,,30
11,25,0,,0,0,0,,,4,30665226028666,absent,,30
5,25,1,-2.4,2,4,1,20.5,30,146,30665226028666,absent,,30
5,25,1,-2.4,2,4,1,20.5,30,146,30665226028666,absent,,30
5,25,1,-2.4,2,4,1,20.5,30,146,30665226028666,absent,,30
12,25,0,,0,0,0,,,3,30665226028666,absent,,30
12,25,0,,0,0,0,,,3,30665226028666,absent,,30
12,25,0,,0,0,0,,,3,30665226028666,absent,,30
14,25,0,,0,0,0,,,1,30665226028666,absent,,30
14,25,0,,0,0,0,,,1,30665226028666,absent,,30
14,25,0,,0,0,0,,,1,30665226028666,absent,,30
7,25,0,-14,0,4,3,9.1,1,11,30665226028666,absent,,30
7,25,0,-14,0,4,3,9.1,1,11,30665226028666,absent,,30
7,25,0,-14,0,4,3,9.1,1,11,30665226028666,absent,,30
6,25,0,,0,0,0,,,5,30665226028666,absent,,30
6,25,0,,0,0,0,,,5,30665226028666,absent,,30
6,25,0,,0,0,0,,,5,30665226028666,absent,,30
9,25,1,-1.8,3,4,2,12.5,43,345,30665226028666,absent,,30
9,25,1,-1.8,3,4,2,12.5,43,345,30665226028666,absent,,30
9,25,1,-1.8,3,4,2,12.5,43,345,30665226028666,absent,,30
10,25,1,-0.1,1,3,1,22.4,11,49,30665226028666,absent,,30
10,25,1,-0.1,1,3,1,22.4,11,49,30665226028666,absent,,30
10,25,1,-0.1,1,3,1,22.4,11,49,30665226028666,absent,,30
8,25,0,,0,0,0,,,9,30665226028666,absent,,30
8,25,0,,0,0,0,,,9,30665226028666,absent,,30
8,25,0,,0,0,0,,,9,30665226028666,absent,,30
1,25,0,,0,0,0,,,4,30665226028674,absent,,30
1,25,0,,0,0,0,,,4,30665226028674,absent,,30
1,25,0,,0,0,0,,,4,30665226028674,absent,,30
2,25,0,,0,0,0,,,1,30665226028674,absent,,30
2,25,0,,0,0,0,,,1,30665226028674,absent,,30
2,25,0,,0,0,0,,,1,30665226028674,absent,,30
21,25,1,0.5,2,2,2,14.8,51,344,30665226028674,absent,,30
21,25,1,0.5,2,2,2,14.8,51,344,30665226028674,absent,,30
21,25,1,0.5,2,2,2,14.8,51,344,30665226028674,absent,,30
3,25,1,5.6,2,2,2,10.9,6,55,30665226028674,absent,,30
3,25,1,5.6,2,2,2,10.9,6,55,30665226028674,absent,,30
3,25,1,5.6,2,2,2,10.9,6,55,30665226028674,absent,,30
18,25,1,-3.4,3,5,2,10.7,17,159,30665226028674,absent,,30
18,25,1,-3.4,3,5,2,10.7,17,159,30665226028674,absent,,30
18,25,1,-3.4,3,5,2,10.7,17,159,30665226028674,absent,,30
4,25,0,,0,0,0,,,1,30665226028674,absent,,30
4,25,0,,0,0,0,,,1,30665226028674,absent,,30
4,25,0,,0,0,0,,,1,30665226028674,absent,,30
11,25,0,,0,0,0,,,7,30665226028674,absent,,30
11,25,0,,0,0,0,,,7,30665226028674,absent,,30
11,25,0,,0,0,0,,,7,30665226028674,absent,,30
5,25,1,0.1,2,3,2,15.9,43,271,30665226028674,absent,,30
5,25,1,0.1,2,3,2,15.9,43,271,30665226028674,absent,,30
5,25,1,0.1,2,3,2,15.9,43,271,30665226028674,absent,,30
12,25,0,,0,0,0,,,5,30665226028674,absent,,30
12,25,0,,0,0,0,,,5,30665226028674,absent,,30
12,25,0,,0,0,0,,,5,30665226028674,absent,,30
14,25,0,,0,0,0,,,5,30665226028674,absent,,30
14,25,0,,0,0,0,,,5,30665226028674,absent,,30
14,25,0,,0,0,0,,,5,30665226028674,absent,,30
7,25,0,,0,0,0,,,5,30665226028674,absent,,30
7,25,0,,0,0,0,,,5,30665226028674,absent,,30
7,25,0,,0,0,0,,,5,30665226028674,absent,,30
6,25,0,,0,0,0,,,4,30665226028674,absent,,30
6,25,0,,0,0,0,,,4,30665226028674,absent,,30
6,25,0,,0,0,0,,,4,30665226028674,absent,,30
9,25,1,1.1,2,2,2,15.4,49,318,30665226028674,absent,,30
9,25,1,1.1,2,2,2,15.4,49,318,30665226028674,absent,,30
9,25,1,1.1,2,2,2,15.4,49,318,30665226028674,absent,,30
10,25,1,7.4,1,2,1,25,21,84,30665226028674,absent,,30
10,25,1,7.4,1,2,1,25,21,84,30665226028674,absent,,30
10,25,1,7.4,1,2,1,25,21,84,30665226028674,absent,,30
8,25,0,,0,0,0,,,3,30665226028674,absent,,30
8,25,0,,0,0,0,,,3,30665226028674,absent,,30
8,25,0,,0,0,0,,,3,30665226028674,absent,,30
21,25,1,-2.3,3,4,2,13.9,129,926,30665226028682,absent,,30
21,25,1,-2.3,3,4,2,13.9,129,926,30665226028682,absent,,30
21,25,1,-2.3,3,4,2,13.9,129,926,30665226028682,absent,,30
3,25,1,-1.7,4,4,4,5,16,319,30665226028682,absent,,30
3,25,1,-1.7,4,4,4,5,16,319,30665226028682,absent,,30
3,25,1,-1.7,4,4,4,5,16,319,30665226028682,absent,,30
18,25,1,-0.3,2,3,2,19.1,62,325,30665226028682,absent,,30
18,25,1,-0.3,2,3,2,19.1,62,325,30665226028682,absent,,30
18,25,1,-0.3,2,3,2,19.1,62,325,30665226028682,absent,,30
4,25,0,,0,0,0,,,9,30665226028682,absent,,30
4,25,0,,0,0,0,,,9,30665226028682,absent,,30
4,25,0,,0,0,0,,,9,30665226028682,absent,,30
11,25,0,,0,0,0,,,5,30665226028682,absent,,30
11,25,0,,0,0,0,,,5,30665226028682,absent,,30
11,25,0,,0,0,0,,,5,30665226028682,absent,,30
5,25,1,-2.6,3,4,2,19.6,110,562,30665226028682,absent,,30
5,25,1,-2.6,3,4,2,19.6,110,562,30665226028682,absent,,30
5,25,1,-2.6,3,4,2,19.6,110,562,30665226028682,absent,,30
12,25,0,-9.6,0,4,2,15.4,6,39,30665226028682,absent,,30
12,25,0,-9.6,0,4,2,15.4,6,39,30665226028682,absent,,30
12,25,0,-9.6,0,4,2,15.4,6,39,30665226028682,absent,,30
14,25,0,,0,0,0,,,6,30665226028682,absent,,30
14,25,0,,0,0,0,,,6,30665226028682,absent,,30
14,25,0,,0,0,0,,,6,30665226028682,absent,,30
7,25,0,,0,0,0,,,10,30665226028682,absent,,30
7,25,0,,0,0,0,,,10,30665226028682,absent,,30
7,25,0,,0,0,0,,,10,30665226028682,absent,,30
6,25,0,,0,0,0,,,1,30665226028682,absent,,30
6,25,0,,0,0,0,,,1,30665226028682,absent,,30
6,25,0,,0,0,0,,,1,30665226028682,absent,,30
9,25,1,-2.3,3,4,2,15.6,121,778,30665226028682,absent,,30
9,25,1,-2.3,3,4,2,15.6,121,778,30665226028682,absent,,30
9,25,1,-2.3,3,4,2,15.6,121,778,30665226028682,absent,,30
10,25,1,-4.4,3,5,1,26.7,40,150,30665226028682,absent,,30
10,25,1,-4.4,3,5,1,26.7,40,150,30665226028682,absent,,30
10,25,1,-4.4,3,5,1,26.7,40,150,30665226028682,absent,,30
8,25,0,-0.5,0,4,4,4,1,25,30665226028682,absent,,30
8,25,0,-0.5,0,4,4,4,1,25,30665226028682,absent,,30
8,25,0,-0.5,0,4,4,4,1,25,30665226028682,absent,,30
1,25,0,,0,0,0,,,2,30665226028690,absent,,30
1,25,0,,0,0,0,,,2,30665226028690,absent,,30
1,25,0,,0,0,0,,,2,30665226028690,absent,,30
2,25,0,,0,0,0,,,3,30665226028690,absent,,30
2,25,0,,0,0,0,,,3,30665226028690,absent,,30
2,25,0,,0,0,0,,,3,30665226028690,absent,,30
21,25,1,-3,3,5,2,17,78,459,30665226028690,absent,,30
21,25,1,-3,3,5,2,17,78,459,30665226028690,absent,,30
21,25,1,-3,3,5,2,17,78,459,30665226028690,absent,,30
3,25,1,-2.9,3,4,2,12.9,18,139,30665226028690,absent,,30
3,25,1,-2.9,3,4,2,12.9,18,139,30665226028690,absent,,30
3,25,1,-2.9,3,4,2,12.9,18,139,30665226028690,absent,,30
18,25,1,-2.7,2,4,1,20.1,31,154,30665226028690,absent,,30
18,25,1,-2.7,2,4,1,20.1,31,154,30665226028690,absent,,30
18,25,1,-2.7,2,4,1,20.1,31,154,30665226028690,absent,,30
4,25,0,,0,0,1,33.3,5,15,30665226028690,absent,,30
4,25,0,,0,0,1,33.3,5,15,30665226028690,absent,,30
4,25,0,,0,0,1,33.3,5,15,30665226028690,absent,,30
11,25,0,,0,0,0,,,1,30665226028690,absent,,30
11,25,0,,0,0,0,,,1,30665226028690,absent,,30
11,25,0,,0,0,0,,,1,30665226028690,absent,,30
5,25,1,-2.6,3,4,2,17.8,46,258,30665226028690,absent,,30
5,25,1,-2.6,3,4,2,17.8,46,258,30665226028690,absent,,30
5,25,1,-2.6,3,4,2,17.8,46,258,30665226028690,absent,,30
12,25,0,,0,0,0,,,6,30665226028690,absent,,30
12,25,0,,0,0,0,,,6,30665226028690,absent,,30
12,25,0,,0,0,0,,,6,30665226028690,absent,,30
14,25,0,,0,0,0,,,1,30665226028690,absent,,30
14,25,0,,0,0,0,,,1,30665226028690,absent,,30
14,25,0,,0,0,0,,,1,30665226028690,absent,,30
7,25,0,-7,0,4,2,11.8,2,17,30665226028690,absent,,30
7,25,0,-7,0,4,2,11.8,2,17,30665226028690,absent,,30
7,25,0,-7,0,4,2,11.8,2,17,30665226028690,absent,,30
6,25,0,,0,0,0,,,5,30665226028690,absent,,30
6,25,0,,0,0,0,,,5,30665226028690,absent,,30
6,25,0,,0,0,0,,,5,30665226028690,absent,,30
9,25,1,-0.9,3,4,2,19.7,72,365,30665226028690,absent,,30
9,25,1,-0.9,3,4,2,19.7,72,365,30665226028690,absent,,30
9,25,1,-0.9,3,4,2,19.7,72,365,30665226028690,absent,,30
10,25,1,-1.8,2,4,1,28.7,37,129,30665226028690,absent,,30
10,25,1,-1.8,2,4,1,28.7,37,129,30665226028690,absent,,30
10,25,1,-1.8,2,4,1,28.7,37,129,30665226028690,absent,,30
8,25,0,-10.8,0,4,2,20,4,20,30665226028690,absent,,30
8,25,0,-10.8,0,4,2,20,4,20,30665226028690,absent,,30
8,25,0,-10.8,0,4,2,20,4,20,30665226028690,absent,,30
1,25,0,,0,0,0,,,1,30665226028708,absent,,30
1,25,0,,0,0,0,,,1,30665226028708,absent,,30
1,25,0,,0,0,0,,,1,30665226028708,absent,,30
21,25,1,-6.7,4,5,3,7.1,25,351,30665226028708,absent,,30
21,25,1,-6.7,4,5,3,7.1,25,351,30665226028708,absent,,30
21,25,1,-6.7,4,5,3,7.1,25,351,30665226028708,absent,,30
3,25,1,-2.7,4,4,3,6,13,215,30665226028708,absent,,30
3,25,1,-2.7,4,4,3,6,13,215,30665226028708,absent,,30
3,25,1,-2.7,4,4,3,6,13,215,30665226028708,absent,,30
18,25,1,-9.4,4,4,3,7.3,9,124,30665226028708,absent,,30
18,25,1,-9.4,4,4,3,7.3,9,124,30665226028708,absent,,30
18,25,1,-9.4,4,4,3,7.3,9,124,30665226028708,absent,,30
4,25,0,,0,0,0,,,1,30665226028708,absent,,30
4,25,0,,0,0,0,,,1,30665226028708,absent,,30
4,25,0,,0,0,0,,,1,30665226028708,absent,,30
5,25,1,-12.9,4,4,3,8.5,10,117,30665226028708,absent,,30
5,25,1,-12.9,4,4,3,8.5,10,117,30665226028708,absent,,30
5,25,1,-12.9,4,4,3,8.5,10,117,30665226028708,absent,,30
12,25,0,-30.8,0,4,3,7.7,1,13,30665226028708,absent,,30
12,25,0,-30.8,0,4,3,7.7,1,13,30665226028708,absent,,30
12,25,0,-30.8,0,4,3,7.7,1,13,30665226028708,absent,,30
14,25,0,,0,0,0,,,3,30665226028708,absent,,30
14,25,0,,0,0,0,,,3,30665226028708,absent,,30
14,25,0,,0,0,0,,,3,30665226028708,absent,,30
7,25,0,,0,0,3,7.7,1,13,30665226028708,absent,,30
7,25,0,,0,0,3,7.7,1,13,30665226028708,absent,,30
7,25,0,,0,0,3,7.7,1,13,30665226028708,absent,,30
9,25,1,-7.3,4,5,3,8.4,24,285,30665226028708,absent,,30
9,25,1,-7.3,4,5,3,8.4,24,285,30665226028708,absent,,30
9,25,1,-7.3,4,5,3,8.4,24,285,30665226028708,absent,,30
10,25,1,15.7,1,2,1,25.7,9,35,30665226028708,absent,,30
10,25,1,15.7,1,2,1,25.7,9,35,30665226028708,absent,,30
10,25,1,15.7,1,2,1,25.7,9,35,30665226028708,absent,,30
8,25,0,,0,0,0,,,4,30665226028708,absent,,30
8,25,0,,0,0,0,,,4,30665226028708,absent,,30
8,25,0,,0,0,0,,,4,30665226028708,absent,,30
1,25,0,,0,0,0,,,1,30665226028716,absent,,30
1,25,0,,0,0,0,,,1,30665226028716,absent,,30
1,25,0,,0,0,0,,,1,30665226028716,absent,,30
21,25,1,-2.6,4,4,3,9.6,38,396,30665226028716,absent,,30
21,25,1,-2.6,4,4,3,9.6,38,396,30665226028716,absent,,30
21,25,1,-2.6,4,4,3,9.6,38,396,30665226028716,absent,,30
3,25,1,-3,4,4,4,4.5,4,89,30665226028716,absent,,30
3,25,1,-3,4,4,4,4.5,4,89,30665226028716,absent,,30
3,25,1,-3,4,4,4,4.5,4,89,30665226028716,absent,,30
18,25,1,-4.3,4,5,3,9.6,16,167,30665226028716,absent,,30
18,25,1,-4.3,4,5,3,9.6,16,167,30665226028716,absent,,30
18,25,1,-4.3,4,5,3,9.6,16,167,30665226028716,absent,,30
4,25,0,,0,0,0,,,2,30665226028716,absent,,30
4,25,0,,0,0,0,,,2,30665226028716,absent,,30
4,25,0,,0,0,0,,,2,30665226028716,absent,,30
11,25,0,,0,0,0,,,4,30665226028716,absent,,30
11,25,0,,0,0,0,,,4,30665226028716,absent,,30
11,25,0,,0,0,0,,,4,30665226028716,absent,,30
5,25,1,-2.3,3,4,2,11.2,33,294,30665226028716,absent,,30
5,25,1,-2.3,3,4,2,11.2,33,294,30665226028716,absent,,30
5,25,1,-2.3,3,4,2,11.2,33,294,30665226028716,absent,,30
12,25,0,,0,0,5,0,0,15,30665226028716,absent,,30
12,25,0,,0,0,5,0,0,15,30665226028716,absent,,30
12,25,0,,0,0,5,0,0,15,30665226028716,absent,,30
14,25,0,,0,0,0,,,5,30665226028716,absent,,30
14,25,0,,0,0,0,,,5,30665226028716,absent,,30
14,25,0,,0,0,0,,,5,30665226028716,absent,,30
7,25,0,,0,0,0,,,5,30665226028716,absent,,30
7,25,0,,0,0,0,,,5,30665226028716,absent,,30
7,25,0,,0,0,0,,,5,30665226028716,absent,,30
9,25,1,-2.2,3,4,2,10.2,37,364,30665226028716,absent,,30
9,25,1,-2.2,3,4,2,10.2,37,364,30665226028716,absent,,30
9,25,1,-2.2,3,4,2,10.2,37,364,30665226028716,absent,,30
10,25,1,2.5,2,2,2,14.5,10,69,30665226028716,absent,,30
10,25,1,2.5,2,2,2,14.5,10,69,30665226028716,absent,,30
10,25,1,2.5,2,2,2,14.5,10,69,30665226028716,absent,,30
8,25,0,,0,0,0,,,5,30665226028716,absent,,30
8,25,0,,0,0,0,,,5,30665226028716,absent,,30
8,25,0,,0,0,0,,,5,30665226028716,absent,,30
2,25,0,,0,0,0,,,2,30665226028724,absent,,30
2,25,0,,0,0,0,,,2,30665226028724,absent,,30
2,25,0,,0,0,0,,,2,30665226028724,absent,,30
21,25,1,-0.9,3,4,2,19.4,103,530,30665226028724,absent,,30
21,25,1,-0.9,3,4,2,19.4,103,530,30665226028724,absent,,30
21,25,1,-0.9,3,4,2,19.4,103,530,30665226028724,absent,,30
3,25,1,-6.7,5,4,5,2.4,2,84,30665226028724,absent,,30
3,25,1,-6.7,5,4,5,2.4,2,84,30665226028724,absent,,30
3,25,1,-6.7,5,4,5,2.4,2,84,30665226028724,absent,,30
18,25,1,-0.1,1,3,1,24.7,58,235,30665226028724,absent,,30
18,25,1,-0.1,1,3,1,24.7,58,235,30665226028724,absent,,30
18,25,1,-0.1,1,3,1,24.7,58,235,30665226028724,absent,,30
4,25,0,,0,0,0,,,2,30665226028724,absent,,30
4,25,0,,0,0,0,,,2,30665226028724,absent,,30
4,25,0,,0,0,0,,,2,30665226028724,absent,,30
11,25,0,,0,0,0,,,7,30665226028724,absent,,30
11,25,0,,0,0,0,,,7,30665226028724,absent,,30
11,25,0,,0,0,0,,,7,30665226028724,absent,,30
5,25,1,0.5,1,2,1,23.3,96,412,30665226028724,absent,,30
5,25,1,0.5,1,2,1,23.3,96,412,30665226028724,absent,,30
5,25,1,0.5,1,2,1,23.3,96,412,30665226028724,absent,,30
12,25,0,,0,0,0,,,9,30665226028724,absent,,30
12,25,0,,0,0,0,,,9,30665226028724,absent,,30
12,25,0,,0,0,0,,,9,30665226028724,absent,,30
14,25,0,,0,0,0,,,7,30665226028724,absent,,30
14,25,0,,0,0,0,,,7,30665226028724,absent,,30
14,25,0,,0,0,0,,,7,30665226028724,absent,,30
7,25,0,,0,0,3,6.7,1,15,30665226028724,absent,,30
7,25,0,,0,0,3,6.7,1,15,30665226028724,absent,,30
7,25,0,,0,0,3,6.7,1,15,30665226028724,absent,,30
6,25,0,,0,0,0,,,1,30665226028724,absent,,30
6,25,0,,0,0,0,,,1,30665226028724,absent,,30
6,25,0,,0,0,0,,,1,30665226028724,absent,,30
9,25,1,-0.2,1,3,1,21.6,99,459,30665226028724,absent,,30
9,25,1,-0.2,1,3,1,21.6,99,459,30665226028724,absent,,30
9,25,1,-0.2,1,3,1,21.6,99,459,30665226028724,absent,,30
10,25,1,6.6,1,2,1,31.3,20,64,30665226028724,absent,,30
10,25,1,6.6,1,2,1,31.3,20,64,30665226028724,absent,,30
10,25,1,6.6,1,2,1,31.3,20,64,30665226028724,absent,,30
8,25,0,,0,0,1,28.6,4,14,30665226028724,absent,,30
8,25,0,,0,0,1,28.6,4,14,30665226028724,absent,,30
8,25,0,,0,0,1,28.6,4,14,30665226028724,absent,,30
21,25,1,-1.5,3,4,2,14.7,47,319,30665226028732,absent,,30
21,25,1,-1.5,3,4,2,14.7,47,319,30665226028732,absent,,30
21,25,1,-1.5,3,4,2,14.7,47,319,30665226028732,absent,,30
3,25,1,-3.5,4,4,4,4.4,4,90,30665226028732,absent,,30
3,25,1,-3.5,4,4,4,4.4,4,90,30665226028732,absent,,30
3,25,1,-3.5,4,4,4,4.4,4,90,30665226028732,absent,,30
18,25,1,-0.6,3,4,2,13.1,19,145,30665226028732,absent,,30
18,25,1,-0.6,3,4,2,13.1,19,145,30665226028732,absent,,30
18,25,1,-0.6,3,4,2,13.1,19,145,30665226028732,absent,,30
11,25,0,,0,0,0,,,5,30665226028732,absent,,30
11,25,0,,0,0,0,,,5,30665226028732,absent,,30
11,25,0,,0,0,0,,,5,30665226028732,absent,,30
5,25,1,-0.7,3,4,2,18.8,42,224,30665226028732,absent,,30
5,25,1,-0.7,3,4,2,18.8,42,224,30665226028732,absent,,30
5,25,1,-0.7,3,4,2,18.8,42,224,30665226028732,absent,,30
12,25,0,,0,0,0,,,9,30665226028732,absent,,30
12,25,0,,0,0,0,,,9,30665226028732,absent,,30
12,25,0,,0,0,0,,,9,30665226028732,absent,,30
14,25,0,,0,0,0,,,8,30665226028732,absent,,30
14,25,0,,0,0,0,,,8,30665226028732,absent,,30
14,25,0,,0,0,0,,,8,30665226028732,absent,,30
7,25,0,,0,0,0,,,3,30665226028732,absent,,30
7,25,0,,0,0,0,,,3,30665226028732,absent,,30
7,25,0,,0,0,0,,,3,30665226028732,absent,,30
9,25,1,-1.5,3,4,2,15.7,45,287,30665226028732,absent,,30
9,25,1,-1.5,3,4,2,15.7,45,287,30665226028732,absent,,30
9,25,1,-1.5,3,4,2,15.7,45,287,30665226028732,absent,,30
10,25,1,-7,3,4,2,19.5,8,41,30665226028732,absent,,30
10,25,1,-7,3,4,2,19.5,8,41,30665226028732,absent,,30
10,25,1,-7,3,4,2,19.5,8,41,30665226028732,absent,,30
8,25,0,,0,0,0,,,2,30665226028732,absent,,30
8,25,0,,0,0,0,,,2,30665226028732,absent,,30
8,25,0,,0,0,0,,,2,30665226028732,absent,,30
1,25,0,,0,0,0,,,1,30665226028740,absent,,30
1,25,0,,0,0,0,,,1,30665226028740,absent,,30
1,25,0,,0,0,0,,,1,30665226028740,absent,,30
21,25,1,0.3,3,3,3,7.5,56,742,30665226028740,absent,,30
21,25,1,0.3,3,3,3,7.5,56,742,30665226028740,absent,,30
21,25,1,0.3,3,3,3,7.5,56,742,30665226028740,absent,,30
3,25,1,1.2,3,2,4,3.9,20,518,30665226028740,absent,,30
3,25,1,1.2,3,2,4,3.9,20,518,30665226028740,absent,,30
3,25,1,1.2,3,2,4,3.9,20,518,30665226028740,absent,,30
18,25,1,-0.9,3,4,2,12.4,20,161,30665226028740,absent,,30
18,25,1,-0.9,3,4,2,12.4,20,161,30665226028740,absent,,30
18,25,1,-0.9,3,4,2,12.4,20,161,30665226028740,absent,,30
4,25,0,,0,0,0,,,8,30665226028740,absent,,30
4,25,0,,0,0,0,,,8,30665226028740,absent,,30
4,25,0,,0,0,0,,,8,30665226028740,absent,,30
11,25,0,,0,0,0,,,6,30665226028740,absent,,30
11,25,0,,0,0,0,,,6,30665226028740,absent,,30
11,25,0,,0,0,0,,,6,30665226028740,absent,,30
5,25,1,1.3,2,2,2,19.3,31,161,30665226028740,absent,,30
5,25,1,1.3,2,2,2,19.3,31,161,30665226028740,absent,,30
5,25,1,1.3,2,2,2,19.3,31,161,30665226028740,absent,,30
12,25,0,,0,0,1,21.1,4,19,30665226028740,absent,,30
12,25,0,,0,0,1,21.1,4,19,30665226028740,absent,,30
12,25,0,,0,0,1,21.1,4,19,30665226028740,absent,,30
14,25,1,-1.5,3,4,2,14.5,12,83,30665226028740,absent,,30
14,25,1,-1.5,3,4,2,14.5,12,83,30665226028740,absent,,30
14,25,1,-1.5,3,4,2,14.5,12,83,30665226028740,absent,,30
7,25,0,-12.5,0,4,5,0,0,19,30665226028740,absent,,30
7,25,0,-12.5,0,4,5,0,0,19,30665226028740,absent,,30
7,25,0,-12.5,0,4,5,0,0,19,30665226028740,absent,,30
6,25,0,,0,0,0,,,5,30665226028740,absent,,30
6,25,0,,0,0,0,,,5,30665226028740,absent,,30
6,25,0,,0,0,0,,,5,30665226028740,absent,,30
9,25,1,0.1,3,3,3,8.5,47,551,30665226028740,absent,,30
9,25,1,0.1,3,3,3,8.5,47,551,30665226028740,absent,,30
9,25,1,0.1,3,3,3,8.5,47,551,30665226028740,absent,,30
10,25,1,-6.5,3,4,2,10.2,5,49,30665226028740,absent,,30
10,25,1,-6.5,3,4,2,10.2,5,49,30665226028740,absent,,30
10,25,1,-6.5,3,4,2,10.2,5,49,30665226028740,absent,,30
